Postcode,Installation_2001,Output_2001,Installation_2002,Output_2002,Installation_2003,Output_2003,Installation_2004,Output_2004,Installation_2005,Output_2005,Installation_2006,Output_2006,Installation_2007,Output_2007,Installation_2008,Output_2008,Installation_2009,Output_2009,Installation_2010,Output_2010,Installation_2011,Output_2011,Installation_2012,Output_2012,Installation_2013,Output_2013,Installation_2014,Output_2014,Installation_2015,Output_2015,Installation_2016,Output_2016,Installation_2017,Output_2017,Installation_2018,Output_2018,Installation_2019,Output_2019,Installation_2020,Output_2020,Installation_2021,Output_2021
2166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.0,0.0,4.0,5.412,32.0,37.31,352.0,721.586,745.0,1510.072,433.0,1046.73,150.0,515.488,140.0,568.055,105.0,625.2,68.0,398.29,109.0,689.71,147.0,1417.07,168.0,1197.925,372,3141.79,177,1425.03
2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,14.0,16.27,93.0,178.065,105.0,190.969,113.0,234.325,55.0,165.225,65.0,227.738,40.0,147.62,32.0,165.025,33.0,170.415,76.0,484.73,115.0,772.975,169,1266.075,52,386.895
2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,0.0,4.0,4.53,52.0,62.545,325.0,607.486,550.0,1060.353,478.0,1089.893,118.0,384.155,151.0,522.12,121.0,540.015,77.0,331.405,128.0,637.095,160.0,1089.584,256.0,1805.47,536,3950.395,228,1702.33
2170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.64,1.0,1.24,1.0,0.96,13.0,16.302,130.0,158.24,817.0,1496.417,1092.0,2225.237,904.0,2127.955,262.0,1085.475,368.0,1905.187,340.0,1936.08,239.0,1493.635,386.0,2926.255,484.0,4769.245,817.0,7517.681,1217,12075.859,521,4823.19
2171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.485,30.0,37.38,191.0,394.03,394.0,835.259,358.0,896.396,173.0,575.339,167.0,687.21,164.0,725.986,149.0,776.145,193.0,1064.502,228.0,1504.962,369.0,2916.989,644,5039.57,352,2804.47
2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.485,2.0,3.06,24.0,44.494,30.0,69.41,37.0,87.08,14.0,45.58,12.0,42.16,25.0,107.897,9.0,34.283,23.0,121.115,30.0,202.685,39.0,276.175,74,612.0,23,197.33
2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,6.0,6.555,12.0,14.825,139.0,251.678,210.0,372.608,158.0,341.68,53.0,162.945,50.0,175.09,46.0,176.37,41.0,170.135,56.0,277.8,59.0,347.245,105.0,699.915,241,1673.68,98,744.87
2174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,1.0,1.0,0.0,0.0,13.0,32.28,11.0,38.9,16.0,141.24,24.0,97.015,36.0,158.055,80.0,401.02,177.0,1187.95,222.0,1480.685,396,3270.68,149,1223.04
2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08,3.0,3.57,13.0,26.995,17.0,78.582,8.0,50.62,14.0,73.221,19.0,184.7,8.0,85.991,17.0,253.95,16.0,226.234,27.0,650.745,12.0,199.32,38,725.085,9,312.98
2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.655,51.0,66.34,553.0,1134.632,733.0,1520.761,421.0,1146.89,173.0,762.135,196.0,760.788,159.0,690.946,121.0,564.38,142.0,976.658,217.0,1506.632,357.0,2573.231,592,4958.895,338,2848.535
2177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,1.0,0.99,11.0,15.11,142.0,280.167,262.0,544.009,185.0,448.225,53.0,184.47,62.0,282.115,42.0,184.49,37.0,176.809,52.0,360.96,61.0,445.55,87.0,600.834,214,1685.92,126,967.745
2178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.86,24.0,53.29,40.0,191.86,41.0,158.455,17.0,127.65,30.0,234.01,19.0,139.02,21.0,149.555,26.0,287.895,33.0,747.969,25.0,406.815,65,985.94,23,429.26
2179,1.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.32,3.0,8.27,9.0,16.89,31.0,95.24,35.0,111.405,22.0,112.635,9.0,42.66,17.0,164.25,26.0,118.66,26.0,250.66,27.0,222.636,84.0,572.495,236.0,1585.64,574,4334.825,278,2239.055
2190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.95,27.0,35.07,105.0,182.079,182.0,362.371,169.0,391.2,33.0,217.19,67.0,437.71,93.0,569.96,63.0,604.65,52.0,333.85,66.0,535.47,95.0,936.855,172,2059.115,86,995.285
2191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.53,3.0,3.0,37.0,66.55,37.0,80.515,24.0,58.74,12.0,57.32,12.0,65.55,10.0,39.26,12.0,27.545,11.0,52.97,10.0,60.665,25.0,187.56,29,235.52,20,171.92
2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99,10.0,11.42,46.0,97.85,81.0,148.54,56.0,145.519,9.0,52.79,9.0,47.5,19.0,114.155,12.0,81.8,23.0,79.6,40.0,222.455,30.0,308.68,29,252.76,28,222.04
2193,0.0,0.0,0.0,0.0,1.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,6.0,6.634,17.0,23.77,103.0,204.49,111.0,213.995,55.0,113.599,27.0,192.06,30.0,100.6,23.0,106.425,22.0,89.0,29.0,127.6,57.0,400.317,49.0,417.8,92,673.22,43,314.755
2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.415,64.0,114.005,115.0,218.286,66.0,183.485,11.0,34.5,17.0,70.525,16.0,94.05,10.0,198.07,11.0,88.25,23.0,251.17,27.0,266.0,41,474.53,29,274.08
2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,6.0,6.09,52.0,96.135,90.0,176.61,111.0,256.235,14.0,38.666,14.0,59.345,26.0,123.99,15.0,120.93,26.0,192.995,25.0,181.05,36.0,512.8,64,497.03,34,311.215
2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.44,17.0,26.515,118.0,221.179,189.0,374.859,210.0,480.31,48.0,156.26,58.0,219.215,54.0,258.125,48.0,291.675,96.0,340.775,79.0,508.255,114.0,788.26,184,1521.025,96,831.2
2197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.992,6.0,6.63,49.0,100.055,88.0,162.529,63.0,142.22,21.0,64.45,33.0,141.23,25.0,139.35,36.0,143.81,36.0,179.695,32.0,203.735,48.0,315.255,75,744.195,34,280.85
2198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.34,56.0,101.915,70.0,140.053,43.0,112.584,17.0,61.82,60.0,144.99,19.0,83.795,23.0,92.32,15.0,140.06,42.0,291.7,40.0,321.86,74,646.525,27,221.33
2199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,15.0,19.365,97.0,168.744,134.0,255.12,136.0,307.7,41.0,135.3,53.0,310.87,39.0,178.745,31.0,137.27,29.0,156.759,33.0,270.48,89.0,787.88,129,1015.93,60,481.19
2200,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.96,19.0,30.33,157.0,304.517,287.0,566.465,224.0,555.88,78.0,418.335,83.0,485.495,93.0,602.15,74.0,501.66,84.0,819.422,89.0,909.275,124.0,1780.153,225,2449.545,119,1376.145
2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,1.0,0.99,8.0,11.16,65.0,116.194,71.0,135.37,43.0,95.325,11.0,29.58,23.0,71.902,20.0,88.937,22.0,77.15,19.0,72.875,43.0,257.184,34.0,213.785,51,424.4,24,173.195
2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2,5.0,5.91,32.0,45.37,89.0,192.607,132.0,283.319,69.0,284.245,42.0,282.29,56.0,395.161,45.0,356.655,43.0,188.304,58.0,793.185,70.0,659.93,81.0,670.14,133,1270.015,48,441.12
2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.05,2.0,2.535,9.0,10.484,62.0,118.985,74.0,132.995,33.0,59.44,13.0,40.453,22.0,91.515,14.0,136.57,16.0,70.32,25.0,203.115,24.0,173.725,30.0,320.81,59,627.41,29,243.08
2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.575,0.0,0.0,8.0,9.925,20.0,25.17,79.0,153.122,118.0,233.654,94.0,206.8,46.0,161.905,33.0,130.3,35.0,147.795,37.0,263.595,100.0,309.876,65.0,427.52,85.0,594.152,118,868.56,39,312.925
2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.857,24.0,33.64,146.0,262.223,186.0,342.994,110.0,268.705,34.0,183.245,55.0,237.63,41.0,274.545,43.0,204.675,76.0,282.169,69.0,634.89,79.0,730.095,152,1238.885,70,525.715
2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.485,8.0,8.41,16.0,23.85,85.0,171.7,91.0,168.695,56.0,113.59,15.0,52.24,23.0,404.98,25.0,94.651,23.0,107.507,60.0,297.76,56.0,491.674,51.0,657.83,98,1105.485,44,314.03
2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.69,14.0,17.795,128.0,253.962,148.0,284.829,109.0,267.49,24.0,62.925,29.0,97.39,23.0,128.905,21.0,85.68,70.0,199.71,59.0,372.525,72.0,585.0,110,794.36,48,348.29
2210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.75,13.0,14.37,35.0,42.985,215.0,432.283,271.0,574.48,169.0,376.565,57.0,288.717,64.0,282.745,73.0,417.225,56.0,476.584,145.0,544.62,113.0,717.92,155.0,1306.677,229,2142.64,113,1051.94
2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.98,12.0,13.25,114.0,219.557,158.0,290.25,107.0,269.84,37.0,168.165,28.0,130.83,46.0,230.86,29.0,241.27,43.0,491.845,76.0,875.91,103.0,906.315,178,1696.92,76,748.62
2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,1.7,0.0,0.0,6.0,6.48,12.0,14.74,96.0,187.305,116.0,233.775,116.0,265.931,37.0,229.4,45.0,318.72,42.0,220.418,39.0,215.045,38.0,349.59,63.0,780.595,99.0,769.335,168,1806.56,86,685.76
2213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.11,22.0,31.23,142.0,288.274,174.0,368.199,167.0,355.17,57.0,218.235,51.0,189.105,62.0,283.215,38.0,162.255,85.0,389.656,124.0,796.879,165.0,1073.335,244,1979.345,133,1030.64
2214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,53.0,118.114,37.0,83.12,46.0,107.64,10.0,28.02,22.0,191.97,30.0,401.43,11.0,78.45,17.0,125.455,34.0,242.345,59.0,529.89,66,732.2,37,410.38
2216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.665,66.0,119.865,89.0,166.215,77.0,163.425,18.0,65.5,29.0,118.57,42.0,243.238,33.0,183.8,35.0,177.94,39.0,262.475,57.0,412.877,93,851.645,55,487.715
2217,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.044,19.0,29.58,92.0,211.232,98.0,194.3,81.0,213.405,36.0,134.8,44.0,285.5,29.0,152.627,19.0,96.84,40.0,344.29,40.0,327.19,83.0,751.29,95,829.34,54,472.635
2218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.53,12.0,17.41,77.0,163.165,75.0,141.45,48.0,110.6,15.0,54.11,20.0,99.1,19.0,106.95,11.0,52.83,14.0,109.755,24.0,164.455,25.0,183.165,68,531.19,47,381.08
2219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.66,14.0,16.15,54.0,113.384,66.0,150.5,54.0,107.381,22.0,72.12,25.0,95.73,37.0,197.77,14.0,158.725,29.0,157.97,45.0,398.429,54.0,361.35,65,622.965,44,401.07
2220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.06,21.0,24.925,137.0,294.125,169.0,325.507,109.0,231.115,31.0,130.64,29.0,102.96,25.0,185.82,26.0,204.55,49.0,260.685,39.0,282.775,76.0,672.885,152,1313.034,65,572.54
2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.12,2.0,4.44,12.0,23.389,10.0,12.75,85.0,163.278,113.0,244.335,61.0,142.03,23.0,115.915,46.0,266.155,30.0,204.266,24.0,127.94,45.0,265.304,64.0,492.64,73.0,565.27,131,1218.915,80,648.845
2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.202,7.0,9.35,57.0,120.268,63.0,119.975,46.0,92.45,9.0,30.5,17.0,56.365,9.0,29.72,16.0,129.86,14.0,63.08,31.0,165.875,40.0,241.66,55,525.795,36,274.535
2223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,0.0,0.0,0.0,0.0,7.0,7.374,22.0,31.824,162.0,335.55,128.0,272.199,106.0,309.615,19.0,67.62,48.0,193.485,58.0,311.226,35.0,350.575,57.0,318.943,74.0,464.223,90.0,805.99,172,1382.364,71,538.325
2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.32,8.0,8.1,12.0,15.88,96.0,231.119,73.0,186.0,44.0,138.39,15.0,57.535,33.0,135.825,36.0,191.515,35.0,184.45,35.0,218.965,49.0,441.27,85.0,617.525,131,1176.04,54,450.75
2225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,2.0,3.1,6.0,8.22,42.0,91.635,37.0,78.875,23.0,47.38,6.0,23.87,9.0,30.1,13.0,66.955,11.0,41.135,25.0,165.862,29.0,207.167,35.0,237.375,73,568.865,24,223.64
2226,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.69,2.0,2.1,21.0,28.692,142.0,298.181,99.0,205.425,45.0,113.005,20.0,64.11,41.0,148.35,39.0,146.675,31.0,124.885,56.0,269.135,71.0,435.481,88.0,577.184,137,993.413,56,426.95
2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,6.0,6.434,9.0,15.31,104.0,249.166,76.0,175.115,61.0,156.735,13.0,45.536,36.0,147.161,31.0,139.72,21.0,86.615,32.0,159.76,55.0,463.543,73.0,494.4,122,876.74,54,477.325
2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.6,14.0,17.842,121.0,239.575,82.0,176.289,51.0,172.66,23.0,74.255,26.0,102.055,30.0,149.1,25.0,92.12,76.0,309.022,65.0,414.435,82.0,729.209,162,1281.345,73,600.185
2229,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.55,10.0,11.489,19.0,26.01,156.0,392.444,136.0,308.423,83.0,209.05,39.0,180.09,72.0,525.994,81.0,551.006,56.0,384.005,91.0,620.873,125.0,1061.12,157.0,1341.99,249,2379.805,102,863.835
2230,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,8.0,9.385,38.0,52.632,153.0,295.784,123.0,289.841,70.0,193.31,28.0,100.275,63.0,270.522,58.0,353.841,49.0,227.6,94.0,523.479,136.0,1024.987,162.0,1183.768,226,1850.898,104,1001.425
2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,1.08,2.0,2.7,23.0,59.245,23.0,56.385,11.0,44.54,3.0,9.56,9.0,35.908,20.0,90.255,14.0,66.652,17.0,87.1,16.0,106.938,26.0,271.865,38,389.99,21,245.54
2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,0.0,0.0,4.0,6.192,14.0,19.558,45.0,58.512,252.0,511.505,184.0,396.095,117.0,297.422,53.0,247.535,85.0,462.046,85.0,358.65,51.0,317.03,141.0,625.685,155.0,1034.357,160.0,1228.04,291,2215.85,124,1052.775
2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.96,9.0,11.474,41.0,56.54,326.0,641.783,270.0,575.548,163.0,408.875,64.0,237.805,123.0,457.786,116.0,697.191,50.0,220.169,111.0,630.355,168.0,1045.608,212.0,1488.595,329,2500.475,139,1140.76
2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.276,41.0,59.71,308.0,629.038,293.0,686.901,189.0,505.964,82.0,477.161,119.0,590.293,108.0,489.928,82.0,415.618,141.0,840.29,229.0,1488.723,297.0,2135.512,509,4275.36,217,1835.635
2250,0.0,0.0,0.0,0.0,1.0,1.5,2.0,3.42,3.0,1.74,0.0,0.0,1.0,1.08,17.0,26.57,130.0,156.425,979.0,1768.225,970.0,2034.588,361.0,982.858,176.0,954.568,295.0,1838.498,281.0,1656.111,265.0,1680.846,469.0,4207.198,473.0,4275.814,741.0,6236.051,811,7582.085,380,3070.055
2251,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,3.0,3.265,6.0,9.37,194.0,206.85,416.0,790.414,435.0,952.71,172.0,405.815,77.0,265.475,119.0,434.279,151.0,612.976,130.0,586.751,171.0,902.106,239.0,1606.54,349.0,2449.781,488,3879.99,191,1543.23
2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,0.0,0.0,85.0,106.405,191.0,384.856,192.0,387.009,89.0,181.795,58.0,280.82,59.0,304.38,70.0,462.957,50.0,184.93,88.0,373.555,101.0,694.652,149.0,964.05,200,1438.54,102,862.755
2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,5.0,9.525,81.0,97.79,313.0,635.958,291.0,597.24,160.0,367.409,104.0,348.3,114.0,425.285,117.0,529.149,114.0,469.405,188.0,885.288,210.0,1511.91,257.0,1667.03,348,2620.555,156,1162.025
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9,1.0,1.98,23.0,31.135,56.0,148.462,51.0,153.94,34.0,105.85,20.0,64.01,23.0,118.59,29.0,128.464,37.0,233.645,45.0,291.883,49.0,483.509,64.0,480.555,74,664.575,25,230.01
2259,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.76,0.0,0.0,3.0,6.185,2.0,3.33,15.0,25.554,199.0,237.08,992.0,1770.183,831.0,1754.467,589.0,1432.651,236.0,842.81,395.0,1662.453,459.0,2119.519,490.0,2170.374,561.0,2953.096,775.0,5326.531,911.0,6720.475,1134,9135.77,506,4321.45
2260,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0.0,1.0,0.125,0.0,0.0,1.0,0.96,10.0,17.965,42.0,51.445,293.0,564.511,247.0,592.506,96.0,234.585,64.0,236.855,74.0,324.457,71.0,306.34,84.0,364.775,122.0,815.323,227.0,1458.091,315.0,2015.375,360,2842.705,133,1234.755
2261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,1.5,0.0,0.0,2.0,2.64,7.0,7.912,120.0,140.265,649.0,1133.791,412.0,898.713,282.0,669.26,106.0,325.195,157.0,851.62,231.0,905.32,248.0,1048.325,260.0,1294.412,380.0,2490.881,539.0,3649.005,708,5534.965,357,2804.72
2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05,3.0,3.132,57.0,68.922,272.0,474.752,226.0,433.634,159.0,331.335,61.0,168.39,129.0,631.37,161.0,789.375,149.0,573.305,126.0,570.4,234.0,1304.036,268.0,1782.32,351,2587.77,170,1309.085
2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.01,3.0,6.21,139.0,157.087,370.0,631.526,232.0,462.87,210.0,470.92,61.0,235.675,125.0,469.553,133.0,551.055,157.0,770.47,154.0,755.657,249.0,1349.26,238.0,1704.165,346,3021.815,160,1079.275
2264,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,1.0,0.08,0.0,0.0,1.0,1.08,6.0,7.125,55.0,64.472,291.0,472.917,206.0,430.03,160.0,393.65,65.0,213.175,103.0,408.57,83.0,302.604,151.0,741.405,172.0,980.297,241.0,1433.48,264.0,1756.97,290,2253.085,110,973.535
2265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.225,26.0,38.49,82.0,185.84,175.0,313.24,56.0,139.7,34.0,114.295,36.0,129.245,52.0,302.785,54.0,344.02,101.0,486.447,109.0,897.425,135.0,901.63,158,1243.525,76,675.77
2267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,1.0,2.8,0.0,0.0,13.0,15.39,39.0,82.93,54.0,129.325,23.0,48.63,10.0,26.66,19.0,165.17,12.0,87.635,26.0,111.12,27.0,128.391,32.0,175.845,23.0,139.8,58,477.68,16,116.3
2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.69,39.0,101.674,32.0,75.38,31.0,75.68,18.0,66.604,14.0,54.79,14.0,62.87,28.0,106.46,27.0,119.14,42.0,261.14,42.0,293.99,55,448.64,23,190.105
2280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.0,0.0,2.0,2.135,5.0,7.185,61.0,73.13,384.0,768.041,356.0,831.707,206.0,552.615,93.0,312.435,142.0,477.985,111.0,457.46,117.0,474.141,206.0,950.912,244.0,1441.538,271.0,1843.99,460,3640.645,185,1495.405
2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.16,0.0,0.0,0.0,0.0,4.0,6.245,25.0,39.36,193.0,403.159,159.0,368.854,118.0,278.64,40.0,182.81,73.0,234.295,62.0,277.825,69.0,264.235,107.0,523.745,179.0,1025.73,258.0,1883.74,319,2411.165,115,831.99
2282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,2.94,3.0,5.1,50.0,60.2,257.0,557.014,227.0,560.6,118.0,341.775,66.0,320.33,78.0,301.34,58.0,277.405,71.0,294.605,118.0,647.333,144.0,936.355,182.0,1319.05,274,2271.525,103,854.905
2283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,2.0,7.587,8.0,23.323,89.0,109.055,337.0,736.944,336.0,761.873,232.0,594.93,98.0,297.96,141.0,609.185,117.0,503.316,163.0,641.715,236.0,1081.925,306.0,1856.765,312.0,2300.045,429,3199.285,148,1100.47
2284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,36.0,46.86,122.0,253.573,181.0,397.73,93.0,301.71,55.0,228.51,56.0,268.275,48.0,195.748,66.0,279.96,116.0,651.315,140.0,861.18,221.0,1525.83,248,1873.775,97,791.88
2285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.125,4.0,9.27,58.0,71.95,380.0,806.616,386.0,863.478,250.0,735.164,135.0,547.78,208.0,767.583,143.0,825.485,166.0,1002.835,241.0,1258.889,336.0,2182.432,415.0,3042.385,624,4994.32,228,1767.26
2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.18,34.0,65.495,43.0,105.375,36.0,104.5,18.0,63.59,32.0,142.205,26.0,137.95,37.0,167.195,35.0,169.38,69.0,426.43,54.0,340.47,93,670.365,25,174.575
2287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.175,100.0,114.822,528.0,1012.577,433.0,984.848,234.0,578.645,146.0,428.964,228.0,835.792,165.0,705.447,173.0,854.695,261.0,1316.462,363.0,2204.319,459.0,3229.56,677,5172.95,260,1893.07
2289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.09,48.0,60.0,235.0,480.64,184.0,394.074,112.0,278.495,50.0,186.945,69.0,280.1,57.0,252.134,57.0,203.305,93.0,418.835,125.0,757.127,162.0,1152.645,285,2370.41,109,813.901
2290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.08,8.0,18.305,94.0,120.915,398.0,855.848,409.0,967.61,203.0,568.52,115.0,490.78,169.0,906.05,95.0,416.075,133.0,728.724,196.0,1070.06,244.0,1531.886,266.0,2039.925,481,3867.781,193,1623.93
2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.05,3.0,5.07,33.0,38.305,153.0,343.055,150.0,385.375,50.0,137.1,31.0,134.24,51.0,182.466,46.0,180.95,43.0,168.005,64.0,303.57,93.0,700.826,111.0,829.8,171,1299.19,64,546.35
2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.4,26.0,52.07,20.0,84.572,10.0,29.93,8.0,67.62,13.0,108.842,13.0,71.644,7.0,26.57,18.0,129.625,14.0,121.88,25.0,234.74,30,300.34,16,150.04
